X,Y,z,
210923.602301503,356414.955613995,68.780000000000001
210923.602301503,356324.955613995,68.290000000000006
210923.602301503,356234.955613995,51.969999999999999
210923.602301503,356144.955613995,65.099999999999994
211013.602301503,356594.955613995,79.569999999999993
211013.602301503,356504.955613995,107.930000000000007
211013.602301503,356414.955613995,116.099999999999994
211013.602301503,356324.955613995,97.730000000000004
211013.602301503,356234.955613995,68.700000000000003
211013.602301503,356144.955613995,92.180000000000007
211013.602301503,356054.955613995,91.590000000000003
211013.602301503,355964.955613995,104.890000000000001
211103.602301503,356684.955613995,112.519999999999996
211103.602301503,356594.955613995,118.969999999999999
211103.602301503,356504.955613995,127.170000000000002
211103.602301503,356414.955613995,159.150000000000006
211103.602301503,356324.955613995,127.799999999999997
211103.602301503,356234.955613995,92.829999999999998
211103.602301503,356144.955613995,113.680000000000007
211103.602301503,356054.955613995,114.409999999999997
211103.602301503,355964.955613995,135.139999999999986
211103.602301503,355874.955613995,128.419999999999987
211193.602301503,356774.955613995,137.449999999999989
211193.602301503,356684.955613995,159.289999999999992
211193.602301503,356594.955613995,168.430000000000007
211193.602301503,356504.955613995,145.900000000000006
211193.602301503,356414.955613995,175.710000000000008
211193.602301503,356324.955613995,135.669999999999987
211193.602301503,356234.955613995,132.360000000000014
211193.602301503,356144.955613995,144.050000000000011
211193.602301503,356054.955613995,150.520000000000010
211193.602301503,355964.955613995,158.340000000000003
211193.602301503,355874.955613995,148.770000000000010
211193.602301503,355784.955613995,163.840000000000003
211193.602301503,355694.955613995,140.500000000000000
211283.602301503,356864.955613995,114.780000000000001
211283.602301503,356774.955613995,158.000000000000000
211283.602301503,356684.955613995,176.629999999999995
211283.602301503,356594.955613995,172.199999999999989
211283.602301503,356504.955613995,174.430000000000007
211283.602301503,356414.955613995,189.990000000000009
211283.602301503,356324.955613995,165.159999999999997
211283.602301503,356234.955613995,167.349999999999994
211283.602301503,356144.955613995,176.830000000000013
211283.602301503,356054.955613995,164.169999999999987
211283.602301503,355964.955613995,166.800000000000011
211283.602301503,355874.955613995,160.830000000000013
211283.602301503,355784.955613995,163.689999999999998
211283.602301503,355694.955613995,132.930000000000007
211283.602301503,355604.955613995,112.849999999999994
211283.602301503,355514.955613995,112.319999999999993
211373.602301503,356864.955613995,129.060000000000002
211373.602301503,356774.955613995,169.000000000000000
211373.602301503,356684.955613995,148.659999999999997
211373.602301503,356594.955613995,141.139999999999986
211373.602301503,356504.955613995,163.120000000000005
211373.602301503,356414.955613995,172.740000000000009
211373.602301503,356324.955613995,181.620000000000005
211373.602301503,356234.955613995,168.550000000000011
211373.602301503,356144.955613995,172.280000000000001
211373.602301503,356054.955613995,163.830000000000013
211373.602301503,355964.955613995,141.360000000000014
211373.602301503,355874.955613995,146.560000000000002
211373.602301503,355784.955613995,135.789999999999992
211373.602301503,355694.955613995,119.519999999999996
211373.602301503,355604.955613995,96.200000000000003
211373.602301503,355514.955613995,92.370000000000005
211373.602301503,355424.955613995,85.890000000000001
211463.602301503,356954.955613995,123.180000000000007
211463.602301503,356864.955613995,144.669999999999987
211463.602301503,356774.955613995,150.099999999999994
211463.602301503,356684.955613995,114.319999999999993
211463.602301503,356594.955613995,129.960000000000008
211463.602301503,356504.955613995,154.250000000000000
211463.602301503,356414.955613995,160.219999999999999
211463.602301503,356324.955613995,171.550000000000011
211463.602301503,356234.955613995,149.729999999999990
211463.602301503,356144.955613995,174.310000000000002
